"LANGUAGE","English","French","Italian","Spanish","German","Czech"
"STR_USRACT_MOVE_RIGHT","Turn right","Tourner ‡ droite","Girare a destra","Girar a la derecha","Nach rechts drehen","OtoËenÌ vpravo"
"STR_USRACT_TOGGLE_WEAPONS","Toggle weapons","Faire dÈfiler les armes","Cambiare arma","Cambiar de arma","Waffe waehlen","ZmÏnit zbraÚ"
"STR_USRACT_FIRE","Fire","Tirer","Fuoco","Fuego","Feuer","St¯elba"
"STR_USRACT_RELOAD_MAGAZINE","Reload magazine","Recharger","Ricaricare","Recargar","Magazin neu laden","V˝mÏna z·sobnÌku"
"STR_USRACT_LOCK_TARGETS","Next target","Cible suivante","Bersaglio successivo","Blanco siguiente","N‰chstes Ziel","DalöÌ cÌl"
"STR_USRACT_LOCK_TARGET","Lock target","Verrouiller cible","Bloccare bersaglio","Fijar el blanco","Ziel aufschalten","ZamÏ¯it cÌl"
"STR_USRACT_REVEAL_TARGET","Reveal target","RÈvÈler cible","Rivelare bersaglio","Destapar el blanco","Ziel aufdecken","Prozradit cÌl"
"STR_USRACT_PREV_ACTION","Previous action","Action prÈcÈdente","Azione precedente","AcciÛn anterior","Vorherige Aktion","P¯edeöl· akce"
"STR_USRACT_NEXT_ACTION","Next action","Action suivante","Azione successiva","AcciÛn siguiente","N‰chste Aktion","DalöÌ akce"
"STR_USRACT_ACTION","Perform action","RÈaliser action","Eseguire azione","Ejecutar acciÛn","Aktion ausf¸hren","ProvedenÌ akce"
"STR_USRACT_HEADLIGHTS","Headlights on/off","Phares allumÈs/Èteints","Luci accese/spente","Encender/apagar faros","Scheinwerfer ein/aus","Zap./Vyp. svÏtla"
"STR_USRACT_NIGHT_VISION","Night vision","Vision nocturne","Visione notturna","VisiÛn nocturna","Nachtsicht-Geraet","NoËnÌ vidÏnÌ"
"STR_USRACT_BINOCULAR","Binocular","Jumelles","Binocolo","Prism·ticos","Fernglas","Dalekohled"
"STR_USRACT_COMPASS","Compass","Boussole","Bussola","Br˙jula","Kompass","Kompas"
"STR_USRACT_WATCH","Watch","Montre","Orologio","Reloj","Armbanduhr","Hodinky"
"STR_USRACT_MAP","Map","Carte","Mappa","Mapa","Karte","Mapa"
"STR_USRACT_HELP","Last help","Dernier conseil","Ultimo aiuto","⁄ltima ayuda","Letzte Hilfe","PoslednÌ n·povÏda"
"STR_USRACT_TIME_INC","Time acceleration","AccÈlÈrer temps","Accelerazione temporale","Acelerar el tiempo","Zeitraffer","ZrychlenÌ Ëasu"
"STR_USRACT_TIME_DEC","Time deceleration","Ralentir temps","Decelerazione temporale","Retardar el tiempo","Zeitverlangsamung","ZpomalenÌ Ëasu"
"STR_USRACT_OPTICS","Optics","SystËmes optiques","Ottica","Punto de vista","Waffen-Ansicht","Optika"
"STR_USRACT_PERSON_VIEW","1st / 3rd person view","Vue 1Ëre†/†3Ëme personne","1a/3a persona","Vista en 1a y 3a persona","1st/3rd person Ansicht","Pohled z 1os./3 os."
"STR_USRACT_TACTICAL_VIEW","Tactical view","Vue tactique","Visuale tattica","Vista t·ctica","Taktische Perspektive","Taktick˝ pohled"
"STR_USRACT_ZOOM_IN","Zoom in","Zoom avant","Zoom avanti","Acercar","Vergrˆﬂern","P¯iblÌûenÌ pohledu"
"STR_USRACT_ZOOM_OUT","Zoom out","Zoom arriËre","Zoom indietro","Alejar","Verkleinern","Odd·lenÌ pohledu"
"STR_USRACT_LOOK_ARROUND","Look around","Regard alentours","Guardarsi intorno","Mirar alrededor","Umschauen","RozhlÌûenÌ"
"STR_USRACT_LOOK_ARROUND_TOGGLE","Free-look","Regard libre","Vista libera","Mirar en todas direcciones","Gesamt¸berblick","VolnÈ rozhlÌûenÌ"
"STR_USRACT_LOOK_LEFT_DOWN","Look left down","Regarder gauche-bas","Guardare in basso a sin.","Mirar abajo y a la izda.","Nach links unten blicken","Pohled vlevo dol˘"
"STR_USRACT_LOOK_DOWN","Look down","Regarder en bas","Guardare in basso","Mirar abajo","Nach unten blicken","Pohled dol˘"
"STR_USRACT_LOOK_RIGHT_DOWN","Look right down","Regarder en bas-droite","Guardare in basso a des.","Mirar abajo y a la dcha.","Nach rechts unten blicken","Pohled vpravo dol˘"
"STR_USRACT_LOOK_LEFT","Look left","Regarder ‡ gauche","Guardare a sinistra","Mirar a la izda.","Nach links blicken","Pohled vlevo"
"STR_USRACT_LOOK_CENTER","Center look","Regarder au centre","Guardare al centro","Mirar al frente","Mittiger Blick","Vyst¯edit pohled"
"STR_USRACT_LOOK_RIGHT","Look right","Regarder ‡ droite","Guardare a destra","Mirar a la dcha.","Nach rechts blicken","Pohled vpravo"
"STR_USRACT_LOOK_LEFT_UP","Look left up","Regarder ‡ gauche-haut","Guardare in alto a sin.","Mirar arriba y a la izda.","Nach links oben blicken","Pohled vlevo nahoru"
"STR_USRACT_LOOK_UP","Look up","Regarder en haut","Guardare in alto","Mirar arriba","Nach oben blicken","Pohled nahoru"
"STR_USRACT_LOOK_RIGHT_UP","Look right up","Regarder ‡ droite-haut","Guardare in alto a des.","Mirar arriba y a la dcha.","Nach rechts oben blicken","Pohled vpravo nahoru"
"STR_USRACT_PREV_CHANNEL","Previous channel","Canal prÈcÈdent","Canale precedente","Canal anterior","Vorheriger Kanal","P¯edchozÌ kan·l"
"STR_USRACT_NEXT_CHANNEL","Next channel","Canal suivant","Canale successivo","Canal siguiente","N‰chster Kanal","N·sledujÌcÌ kan·l"
"STR_USRACT_CHAT","Chat","Discussion","Chat","Chat","Chat","Chat"
"STR_USRACT_VOICE_OVER_NET","Voice Over Net","Voix sur Internet","Voce su Internet","Voz en Red","Stimme ¸ber Netzwerk","Voice Over Net"
"STR_USRACT_NETWORK_STATS","Multiplayer statistics","Statistiques multijoueurs","Statistiche Multiplay","EstadÌs. multi-jugadores","Mehrspieler-Statistiken","Statistiky sÌùovÈ hry"
"STR_USRACT_NETWORK_PLAYERS","List of players","Liste de joueurs","Elenco dei giocatori","RelaciÛn de jugadores","Spielerliste","Seznam hr·Ë˘"
"STR_USRACT_SELECT_ALL","Select all units","SÈlectionner UnitÈs","Selez. Tutte le unit‡","Selecc. todas las unidades","Alle Einheiten ausw‰hlen","Vybrat vöechny jednotky"
"STR_USRACT_TURBO","Turbo","Turbo","Sprint","Turbo","Turbo","Turbo"
,,,,,,
"STR_DIFF_ARMOR","Extended armor","Blindage Ètendu","Blindatura rafforzata","Blindaje adicional","Verst‰rkte Panzerung","Zv˝öen· odolnost"
"STR_DIFF_FRIENDLY_TAG","Friendly TAG","Etiquette alliÈe","TAG alleati","Consigna aliada","Eigene taktische Angriffsgruppe","Info o p¯·telÌch"
"STR_DIFF_ENEMY_TAG","Enemy TAG","Etiquette ennemie","TAG nemici","Consigna enemiga","Taktische Angriffsgruppe der Gegner","Info o nep¯·telÌch"
"STR_DIFF_HUD","Extended HUD info","Infos VTH Ètendues","HUD esteso","InformaciÛn ampliada de los monitores HUD","Erweiterte HUD-Informationen","RozöÌ¯en˝ HUD"
"STR_DIFF_AUTO_SPOT","Auto report","Rapport auto","Rapporto automatico","Informe autom·tico","Automatische Meldung","Automat. hl·öenÌ"
"STR_DIFF_MAP","Extended map info","Infos carte Ètendues","Mappa con informazioni aggiuntive","InformaciÛn ampliada sobre el mapa","Erweitere Karteninformationen","RozöÌ¯en· mapa"
"STR_DIFF_WEAPON_CURSOR","Weapon crosshair","RÈticule d'arme","Mirino arma","Mira del arma","Fadenkreuz der Waffe","Z·mÏrn˝ k¯Ìû zbranÏ"
"STR_DIFF_AUTO_GUIDE_AT","Auto guide AT","Guidage auto Anti-Char","Razzi anticarro autoguidati","Proyectil teledirigido","Automatische Steuerung der Panzerabwehr","Samonav·dÏnÌ AT"
"STR_DIFF_CLOCK_INDICATOR","Clock indicator","Horloge","Indicatore orologio (ORE X)","Reloj","Uhranzeige","Ukazatel hodin"
,,,,,,
,,,,,,
"COMMENT","Currency format","Format monnaie","Formato valuta","Formato monetario","W‰hrungsformat","Form·t mÏny"
"STR_CURRENCY_NONE","NOTHING","NEANT","NESSUNO","NADA","NICHTS","NIC"
"STR_CURRENCY_LOT","UNLIMITED","SANS LIMITE","ILLIMITATO","ILIMITADO","UNBEGRENZT","NEOMEZENÃ"
"STR_CURRENCY_BLANK",".",".",".",".",".","."
"STR_CURRENCY_FORMAT","$%s","$%s","$%s","$%s","%s†US$","%s KË"
,,,,,,
"COMMENT","Default values for displays","Valeur des affichages par dÈfaut","Valori di visualizzazione predefiniti","Nombres predeterminados de las pantallas","Standardwerte f¸r Anzeigen","StandardnÌ zobrazovanÈ hodnoty"
"STR_NEW_GAME","*** New Game ***","*** Nouvelle partie ***","*** Nuova partita ***","*** Nueva partida ***","*** Neues Spiel ***","*** Nov· hra ***"
"STR_PLAY_WEST","Play west","Faire partie des forces de l'Ouest","Gioca come NATO","Jugar con el Oeste","Westen spielen","Hr·t za Z·pad"
"STR_PLAY_EAST","Play east","Faire partie des forces de l'Est","Gioca come Russia","Jugar con el Este","Osten spielen","Hr·t za V˝chod"
"STR_PLAY_GUERRILA","Play resistance","Faire partie de la rÈsistance","Gioca come Resistenza","Jugar con la Resistencia","Widerstandsk‰mpfer spielen","Hr·t za partyz·ny"
"STR_ARCUNIT_TITLE2","Insert unit","InsÈrer unitÈ","Inserisci unit‡","Insertar unidad","Einheit einf¸gen","Vloû jednotku"
"STR_ARCUNIT_TITLE4","Edit unit","Editer unitÈ","Modifica unit‡","Modificar unidad","Einheit bearbeiten","Uprav jednotku"
"STR_ARCWP_TITLE1","Insert waypoint","InsÈrer point de passage","Inserisci tappa","Insertar punto intermedio","Wegmarke einf¸gen","Vloû bod trasy"
"STR_ARCWP_TITLE2","Edit waypoint","Editer point de passage","Modifica tappa","Modificar punto intermedio","Wegmarke bearbeiten","Uprav bod trasy"
"STR_ARCSENS_TITLE1","Insert trigger","InsÈrer dÈclencheur","Inserisci trigger","Insertar desencadenante","Auslˆser einf¸gen","Vloû spÌnaË"
"STR_ARCSENS_TITLE2","Edit trigger","Editer dÈclencheur","Modifica trigger","Modificar desencadenante","Auslˆser bearbeiten","Uprav spÌnaË"
"STR_ARCMARK_TITLE1","Insert marker","InsÈrer marqueur","Inserisci marcatore","Insertar marcador","Markierung einf¸gen","Vloû znaËku"
"STR_ARCMARK_TITLE2","Edit marker","Editer marqueur","Modifica marcatore","Modificar marcador","Markierung bearbeiten","Uprav znaËku"
"STR_ARCMARK_TYPE1","Icon:","IcÙne†:","Icona:","Icono:","Symbol:","Obr·zek:"
"STR_ARCMARK_TYPE2","Fill:","Remplir†:","Riempire:","Rellenar:","F¸llung:","V˝plÚ:"
"STR_MAIN_PLAYER","PLAYER: %s","JOUEUR†: %s","GIOCATORE: %s","JUGADOR: %s","SPIELER: %s","Hr·Ë: %s"
"STR_MAIN_RANK","%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastovski"
"STR_MAIN_MISSION","Mission: %s","Mission†: %s","Missione: %s","MisiÛn: %s","Einsatz: %s","Mise: %s"
"STR_NONPLAYABLE","Non Playable","Non disponible","Non giocabile","No jugable","Nicht spielbar","NehratelnÈ"
"STR_PLAYER","Player","Joueur","Giocatore","Jugador","Spieler","Hr·Ë"
"STR_PLAYER_COMMANDER","Player as commander","Joueur en commandant","Giocabile come comandante","Jugador en calidad de comandante","Spieler als Kommandant","Hr·Ë jako velitel"
"STR_PLAYER_DRIVER","Player as driver","Joueur en conducteur","Giocabile come autista","Jugador en calidad de conductor","Spieler als Fahrer","Hr·Ë jako ¯idiË"
"STR_PLAYER_PILOT","Player as pilot","Joueur en pilote","Giocabile come pilota","Jugador en calidad de piloto","Spieler als Pilot","Hr·Ë jako pilot"
"STR_PLAYER_GUNNER","Player as gunner","Joueur en tireur","Giocabile come tiratore","Jugador en calidad de artillero","Spieler als Sch¸tze","Hr·Ë jako st¯elec"
"STR_PLAYABLE","Playable","Ouverte","Giocabile","Jugable","Spielbar","HratelnÈ"
"STR_PLAYABLE_C","Playable as commander","Ouverte ‡ un commandant","Giocabile come comandante","Jugable en calidad de comandante","Als Kommandant spielbar","HratelnÈ jako velitel"
"STR_PLAYABLE_D","Playable as driver","Ouverte ‡ un conducteur","Giocabile come autista","Jugable en calidad de conductor","Als Fahrer spielbar","HratelnÈ jako ¯idiË"
"STR_PLAYABLE_P","Playable as pilot","Ouverte ‡ un pilote","Giocabile come pilota","Jugable en calidad de piloto","Als Pilot spielbar","HratelnÈ jako pilot"
"STR_PLAYABLE_G","Playable as gunner","Ouverte ‡ un tireur","Giocabile come tiratore","Jugable en calidad de artillero","Als Sch¸tze spielbar","HratelnÈ jako st¯elec"
"STR_PLAYABLE_CD","Playable as commander, driver","Ouverte ‡ un commandant ou un conducteur","Giocabile come comandante, autista","Jugable en calidad de comandante y conductor","Als Kommandant, Fahrer spielbar","HratelnÈ jako velitel a ¯idiË"
"STR_PLAYABLE_CP","Playable as commander, pilot","Ouverte ‡ un commandant ou un pilote","Giocabile come comandante, pilota","Jugable en calidad de comandante y piloto","Als Kommandant, Pilot spielbar","HratelnÈ jako velitel a pilot"
"STR_PLAYABLE_CG","Playable as commander, gunner","Ouverte ‡ un commandant ou un tireur","Giocabile come comandante, tiratore","Jugable en calidad de comandante y artillero","Als Kommandant, Sch¸tze spielbar","HratelnÈ jako velitel a st¯elec"
"STR_PLAYABLE_DG","Playable as driver, gunner","Ouverte ‡ un conducteur ou un tireur","Giocabile come autista, tiratore","Jugable en calidad de conductor y artillero","Als Fahrer, Sch¸tze spielbar","HratelnÈ jako ¯idiË a st¯elec"
"STR_PLAYABLE_PG","Playable as pilot, gunner","Ouverte ‡ un pilote ou un tireur","Giocabile come pilota, tiratore","Jugable en calidad de piloto y artillero","Als Pilot, Sch¸tze spielbar","HratelnÈ jako pilot a st¯elec"
"STR_PLAYABLE_CDG","Playable as commander, driver, gunner","Ouverte ‡ un commandant, un conducteur ou un tireur","Giocabile come comandante, autista, tiratore","Jugable en calidad de comandante conductor y artillero","Als Kommandant, Fahrer, Sch¸tze spielbar","HratelnÈ jako velitel, ¯idiË a st¯elec"
"STR_PLAYABLE_CPG","Playable as commander, pilot, gunner","Ouverte ‡ un commandant, un pilote ou un tireur","Giocabile come comandante, pilota, tiratore","Jugable en calidad de comandante piloto y artillero","Als Kommandant, Pilot, Sch¸tze spielbar","HratelnÈ jako velitel, pilot a st¯elec"
"STR_STAT_MISSION","Mission statistics:","Statistiques de mission†:","Statistiche missione:","EstadÌstica de la misiÛn:","Einsatzstatistiken:","Statistika mise:"
"STR_STAT_TOTAL","Total statistics:","Statistiques totales†:","Statistiche totali:","EstadÌstica global:","Gesamtstatistiken:","Celkov· statistika:"
"STR_STAT_YOU","YOU WERE KILLED %d TIMES.","VOUS AVEZ ETE TUE %d FOIS.","SEI STATO UCCISO %d VOLTE.","LO HAN MATADO %d VECES.","SIE SIND %d MAL GET÷TET WORDEN.","BYL JSI ZABIT %d KR¡T."
"STR_STAT_GRP","YOUR GROUP LOST %d UNITS.","VOTRE GROUPE A PERDU %d UNITES.","IL TUO GRUPPO HA PERSO %d UNIT¿.","SU EQUIPO HA PERDIDO %d UNIDADES.","IHRE GRUPPE HAT %d EINHEITEN VERLOREN.","TV¡ SKUPINA ZTRATILA %d JEDNOTEK."
"STR_TEMPL_MERGE","Merge mission","Fusionner mission","Unisci missione","Combinar misiÛn","Einsatz zusammenf¸gen","P¯ipojit misi"
"STR_SOUND_NONE","No sound","Pas de son","Niente effetti sonori","Apagar el sonido","Kein Sound","éadn˝ zvuk"
"STR_MUSIC_NONE","No music","Pas de musique","Niente musica","Apagar la m˙sica","Keine Musik","éadn· hudba"
"STR_MUSIC_SILENCE","Silence","Silence","Silenzio","Silencio","Stille","Ticho"
"STR_NO_CHANGE","No change","Pas de changement","Nessuna modifica","No cambiar","Keine Ver‰nderung","Beze zmÏny"
"STR_CAMPAIGN_NEW","New campaign","Nouvelle campagne","Nuova campagna","Nueva campaÒa","Neue Kampagne","Nov· kampaÚ"
"STR_CAMPAIGN_MIS_TITLE","%s - %s - Mission Statistics","%s - %s - Statistiques de mission","%s - %s - Statistiche missione","%s - %s - EstadÌstica de la misiÛn","%s - %s - Einsatzstatistiken","%s - %s - statistika mise"
"STR_SURE","Are you sure?","Etes-vous s˚r†?","Sei sicuro?","øEst· seguro?","Sind Sie sicher?","UrËitÏ?"
"STR_HOUSE_POSITION","Position #%d","Position #%d","Posizione #%d","PosiciÛn #%d","Position #%d","Pozice Ë.%d"
"STR_SENSOR","TRIGGER","DECLENCHEUR","TRIGGER","DESENCADENANTE","AUSL÷SER","SPÕNA»"
"STR_RADIO_UNASSIGNED",,,,,,
"STR_CAMPAIGN_START","Start campaign","Lancer campagne","Inizia campagna","Comenzar campaÒa","Kampagne beginnen","Spustit kampaÚ"
"STR_CAMPAIGN_RETRY","Retry mission","RÈessayer","Riprova missione","Jugar la misiÛn de nuevo","Einsatz erneut versuchen","Opakovat misi"
"STR_CAMPAIGN_CONTINUE","Continue","Continuer","Continua","Continuar","Weiter","PokraËovat"
"STR_MULTI_LAN","LAN","LAN","LAN","Red local","LAN","LAN"
"STR_MULTI_REMOTE","Remote","A distance","Remoto","Remoto","Entfernt","Adresa"
"STR_SESSION_NAME_FORMAT","%s on %s","%s sur %s","%s su %s","%s en %s","%s auf %s","%s na %s"
"STR_PLAYER_AI","AI","IA","IA","Inteligencia artificial","KI","AI"
"STR_PLAYER_NONE","NOBODY","PERSONNE","NESSUNO","NADIE","NIEMAND","NIKDO"
"STR_POSITION_COMMANDER","commander","commandant","comandante","comandante","Kommandant","velitel"
"STR_POSITION_DRIVER","driver","conducteur","autista","conductor","Fahrer","¯idiË"
"STR_POSITION_PILOT","pilot","pilote","pilota","piloto","Pilot","pilot"
"STR_POSITION_GUNNER","gunner","tireur","tiratore","artillero","Sch¸tze","st¯elec"
"STR_POSITION_LEADER",", group leader",", chef de groupe",", comandante di un gruppo",", lÌder",", Anf¸hrer der Gruppe",", velitel skupiny"
"STR_DIFF_CADET","Difficulty: Cadet","DifficultÈ†: ElËve","Difficolt‡: Cadetto","Dificultad: cadete","Schwierigkeit: Kadett","ObtÌûnost: Kadet"
"STR_DIFF_VETERAN","Difficulty: Veteran","DifficultÈ†: VÈtÈran","Difficolt‡: Veterano","Dificultad: Veterano","Schwierigkeit: Veteran","ObtÌûnost: Veter·n"
"STR_EXPORT_NONE","User mission","Mission utilisateur","Missione utente","MisiÛn del usuario","Benutzerdefinierter Einsatz","Uûivatelsk· mise"
"STR_EXPORT_SINGLE","Export to single missions","Exporter vers les missions uniques","Esporta in missioni singole","Exportar a misiones para un solo jugador","Export zu Einzeleins‰tzen","Exportovat jako single misi "
"STR_EXPORT_MULTI","Export to multiplayer missions","Exporter vers les missions multijoueurs","Esporta in missioni multiplay","Exportar a misiones para varios jugadores","Export zu Mehrspieler-Eins‰tzen","Exportovat jako sÌùovou misi"
"STR_EXPORT_MAIL","Send by e-mail","Envoyer par e-mail","Invia tramite e-mail","Enviar por correo electrÛnico","Per E-Mail versenden","Poslat e-mailem"
"STR_VERSION_INFO","Version: %s","Version†: %s","Versione: %s","VersiÛn: %s","Version: %s","Verze: %s"
"STR_EDITOR_EASY","Easy","Facile","Passa ad avanzato","F·cil","Leicht","Jednoduch˝"
"STR_EDITOR_ADVANCED","Advanced","AvancÈ","Passa a semplice","DifÌcil","Fortgeschritten","PokroËil˝"
"STR_EMPTY_SLOT","Empty","Vide","Vuoto","VacÌo","Leer","Nic"
"STR_NOT_ASSIGNED","<Unassigned>","<Non assignÈ>","<Non assegnato>","<Sin asignar>","<Nicht zugeordnet>","<Nep¯i¯azeno>"
"STR_MPROLE_TITLE_WEST","West setup","Configuration Ouest","Configura NATO","Configurar Oeste","West-Setup","P¯Ìprava Z·padu"
"STR_MPROLE_TITLE_EAST","East setup","Configuration Est","Configura Russi","Configurar Este","Ost-Setup","P¯Ìprava V˝chodu"
"STR_MPROLE_TITLE_RESIST","Resistance setup","Configuration rÈsistance","Configura Resistenza","Configurar resistencia","Widerstandsk‰mpfer-Setup","P¯Ìprava partyz·n˘"
"STR_MPROLE_TITLE_CIVIL","Civilians setup","Configuration civils","Configura Civili","Configurar civiles","Zivilisten-Setup","P¯Ìprava civilist˘"
"STR_MPROLE_ENABLE","Enable","Activer","Attiva","Activar","Aktivieren","Povolit"
"STR_MPROLE_DISABLE","Disable","DÈsactiver","Disattiva","Desactivar","Deaktivieren","Zak·zat"
"STR_NEWUSER_TITLE1","New player","Nouveau joueur","Nuovo giocatore","Nuevo jugador","Neuer Spieler","Nov˝ hr·Ë"
"STR_NEWUSER_TITLE2","Edit player","Editer joueur","Modifica giocatore","Modificar jugador","Spieler bearbeiten","Uprav hr·Ëe"
"STR_CONFIG_YNORMAL","Y axis normal","Axe Y normal","Asse Y normale","Eje Y normal","Y-Achse normal","Osa Y standardnÌ"
"STR_CONFIG_YREVERSED","Y axis reversed","Axe Y inversÈ","Asse Y invertito","Eje Y invertido","Y-Achse gespiegelt","Osa Y p¯evr·cen·"
"STR_CONFIG_JOYSTICK_DISABLED","Joystick disabled","Joystick activÈ","Joystick attivato","Desactivar joystick","Joystick deaktiviert","Joystick zak·z·n"
"STR_CONFIG_JOYSTICK_ENABLED","Joystick enabled","Joystick dÈsactivÈ","Joystick disattivato","Activar joystick","Joystick aktiviert","Joystick povolen"
"STR_OPT_SUBTITLES_DISABLED","Subtitles disabled","Sous-titres activÈs","Sottotitoli disattivati","SubtÌtulos - desactivado","Untertitel deaktiviert","Titulky vypnuty"
"STR_OPT_SUBTITLES_ENABLED","Subtitles enabled","Sous-titres dÈsactivÈs","Sottotitoli attivati","SubtÌtulos - activado","Untertitel aktiviert","Titulky zapnuty"
"STR_OPT_RADIO_DISABLED","Radio subtitles disabled","Sous-titres radio dÈsactivÈs","Sottotitoli radio disattivati","SubtÌ. (mens. por radio) desact.","Funkuntertitel deaktiviert","Titulky r·dia vypnuty"
"STR_OPT_RADIO_ENABLED","Radio subtitles enabled","Sous-titres radio activÈs","Sottotitoli radio attivati","SubtÌ. (mensajes. por radio) act.","Funkuntertitel aktiviert","Titulky r·dia zapnuty"
"STR_SINGLE_PLAY","Play","Jouer","Gioca","Jugar","Spielen","Hr·t"
"STR_SINGLE_RESUME","Resume (%d/%d/%d %d:%02d)","Reprendre (%d/%d/%d %d:%02d)","Riprendi (%d/%d/%d %d:%02d)","Reanudar (%d/%d/%d %d:%02d)","Fortsetzen (%d/%d/%d %d:%02d)","PokraËovat (%d/%d/%d %d:%02d)"
"STR_SINGLE_RESTART","Restart","Recommencer","Riavvia","Volver a empezar","Neu beginnen","Znovu"
"STR_CAMPAIGN_BEGIN","Start","DÈmarrer","Inizia","Empezar","Anfangen","ZaËÌt"
"STR_CAMPAIGN_RESTART","Revert","RÈtablir","Ripristina","Volver","Zur¸ckkehren","Vr·tit se"
